container_count,entity_id,entity_type,event_id,event_type,origin,terminal,timestamp,wagons,weight_tons
333,POSEIDON_X,ship,f7180849-8a3c-401a-8420-c9bee49a49cf,SHIP_ARRIVAL,Singapore,T3,2026-05-29T18:37:15.972953,,
,TAKARGO_991,train,d6fd8846-3d47-401a-b5fd-7ef85638955d,TRAIN_DEPARTURE,,T4,2026-05-29T18:39:39.972953,17,
,MEDWAY_778,train,45766fb7-f018-4818-aadc-2cf9d684cd2b,TRAIN_LOADING,,T3,2026-05-29T18:40:06.972953,16,
,CP_4401,train,7e121dbf-a8c4-4a9e-86ee-91bac1d3ec11,TRAIN_DEPARTURE,,T4,2026-05-29T18:40:59.972953,14,
,CONT_326830,container,5854abda-cde5-4e2d-845d-e538d054915d,CONTAINER_TRANSFER,,T4,2026-05-29T18:42:27.972953,,15.18
,CP_4401,train,afb2a641-497a-488b-864e-c34397876255,TRAIN_ARRIVAL,,T4,2026-05-29T18:42:44.972953,24,
,MEDWAY_778,train,42cf26f8-3f64-4c9d-8ac8-1955bb56af71,TRAIN_LOADING,,T2,2026-05-29T18:42:57.972953,37,
355,POSEIDON_X,ship,386eb628-e921-4016-9618-b68371529a94,SHIP_DEPARTURE,Shanghai,T1,2026-05-29T18:43:23.972953,,
,MEDWAY_778,train,b7463bf3-5cc3-44cd-aee2-7db768ea4262,TRAIN_LOADING,,T1,2026-05-29T18:44:08.972953,36,
,MEDWAY_778,train,d3aa926c-79eb-4e0d-9f01-c1ffe7c6e256,TRAIN_DEPARTURE,,T3,2026-05-29T18:44:14.972953,32,
,CONT_637479,container,f30ef164-59e1-4f37-9bf9-eeba1f02bc9e,CONTAINER_TRANSFER,,T3,2026-05-29T18:44:29.972953,,10.21
,TAKARGO_991,train,4e3e977b-a359-4e19-8949-c9e5d1222840,TRAIN_ARRIVAL,,T3,2026-05-29T18:44:33.972953,18,
,CONT_303542,container,55ffc6f2-06d6-443a-88d2-8d6643189343,CONTAINER_TRANSFER,,T1,2026-05-29T18:44:57.972953,,7.87
,CONT_747906,container,e8384f13-ac9c-45bb-a38f-4ff315333463,CONTAINER_LOAD,,T1,2026-05-29T18:46:43.972953,,6.01
1851,EVER_GLOBE,ship,564eaaf0-33cf-4dba-a916-3de796bbab6b,SHIP_DOCKED,Singapore,T1,2026-05-29T18:47:07.972953,,
897,EVER_GLOBE,ship,476827f0-852e-4440-a4a9-95a0ec5e890b,SHIP_UNDOCKED,Valencia,T2,2026-05-29T18:47:31.972953,,
1239,MAERSK_NEXUS,ship,246dca83-00c2-4d3e-b484-068ccf3e54b0,SHIP_DOCKED,Singapore,T1,2026-05-29T18:48:23.972953,,
122,EVER_GLOBE,ship,ba1c6bd7-645f-4de1-81e4-5949d1b11e11,SHIP_UNDOCKED,Singapore,T3,2026-05-29T18:48:48.972953,,
,MEDWAY_778,train,097b9a30-f7cf-4f5f-b1e3-f5fb10d4e5ca,TRAIN_DEPARTURE,,T2,2026-05-29T18:49:10.972953,37,
,CONT_799767,container,59f28f0d-7f8e-4264-bf3c-f0c7f90b4478,CONTAINER_SCAN,,T1,2026-05-29T18:49:14.972953,,22.23
,TAKARGO_991,train,e65064fd-3dfb-4a4f-8b91-106b5c07aa7d,TRAIN_LOADING,,T2,2026-05-29T18:49:18.972953,34,
1748,MAERSK_NEXUS,ship,7920c203-c381-47a8-ac5d-4426a55a81a7,SHIP_UNDOCKED,Shanghai,T3,2026-05-29T18:52:27.972953,,
700,MAERSK_NEXUS,ship,12ba9c26-a913-4d5d-a8a7-e58db9ba77d2,SHIP_UNDOCKED,Rotterdam,T3,2026-05-29T18:53:09.972953,,
,MEDWAY_778,train,54c67b38-0fbf-4d4f-bec7-830c87354e4d,TRAIN_LOADING,,T2,2026-05-29T18:53:22.972953,31,
,CP_4401,train,950c86ff-6269-42da-ae0b-6defc5e7a334,TRAIN_UNLOADING,,T1,2026-05-29T18:53:49.972953,36,
1821,POSEIDON_X,ship,e25e736f-e28a-4789-b157-1019e43a681b,SHIP_DEPARTURE,Singapore,T3,2026-05-29T18:53:49.972953,,
,CONT_320844,container,ff1489af-2ec8-4f5e-80c0-fee42fc950ff,CONTAINER_TRANSFER,,T3,2026-05-29T18:54:32.972953,,22.85
,CONT_407012,container,0a033875-4a1e-441e-9ae7-a96bcc14af02,CONTAINER_UNLOAD,,T1,2026-05-29T18:54:44.972953,,18.62
,CONT_479232,container,f76a5a7b-04ae-4287-95c0-f552642c7d74,CONTAINER_LOAD,,T3,2026-05-29T18:55:52.972953,,14.56
,MEDWAY_778,train,6cd0bd1f-e891-46e4-9974-e0a180acc8f6,TRAIN_DEPARTURE,,T4,2026-05-29T18:55:56.972953,14,
445,MAERSK_NEXUS,ship,e477005a-e12d-4350-b133-38791d7dccd8,SHIP_DOCKED,Shanghai,T2,2026-05-29T18:58:19.972953,,
,CONT_745494,container,850c50fd-e2b1-4bdb-a2ee-4873556d6ffb,CONTAINER_SCAN,,T2,2026-05-29T18:58:20.972953,,6.76
,CONT_638093,container,6f0f9387-d26b-42fd-a484-578b67a6982c,CONTAINER_UNLOAD,,T4,2026-05-29T18:58:34.972953,,14.99
,CONT_599472,container,01e5b3e6-436c-4630-b6ab-4f916790f76a,CONTAINER_TRANSFER,,T4,2026-05-29T18:58:49.972953,,14.85
,CONT_211459,container,a6265fe0-7dec-4b58-bc53-775dc1c107a2,CONTAINER_LOAD,,T4,2026-05-29T18:59:09.972953,,21.87
,CP_4401,train,79bd4e60-e898-4454-a137-35eff7622d60,TRAIN_DEPARTURE,,T4,2026-05-29T18:59:54.972953,21,
,MEDWAY_778,train,6114b1c0-1039-4eee-9a40-d54c4e54ccd5,TRAIN_DEPARTURE,,T4,2026-05-29T19:00:23.972953,27,
,CONT_249412,container,c2d142f2-f9ae-4dce-b9a9-77414e30307e,CONTAINER_LOAD,,T2,2026-05-29T19:03:40.972953,,26.54
,CONT_148064,container,caa1876c-2d31-4411-85a7-7e5b3e472584,CONTAINER_UNLOAD,,T1,2026-05-29T19:04:17.972953,,15.52
666,MAERSK_NEXUS,ship,1d96c214-0c2f-4275-b7a6-291169896db1,SHIP_UNDOCKED,Hamburg,T4,2026-05-29T19:05:11.972953,,
686,MAERSK_NEXUS,ship,1533baf5-3352-4c3f-8e8f-c488c950afe1,SHIP_DEPARTURE,Rotterdam,T1,2026-05-29T19:05:23.972953,,
,CONT_112810,container,a807b2ad-c5db-464f-aa7e-d48708ee633b,CONTAINER_SCAN,,T2,2026-05-29T19:06:07.972953,,25.62
1305,MAERSK_NEXUS,ship,27eda149-3b12-4ae8-b75c-6a36c5456266,SHIP_UNDOCKED,Singapore,T1,2026-05-29T19:06:17.972953,,
812,MSC_ATLAS,ship,b0248bc7-830c-4c48-8f48-e12b4d66e9b5,SHIP_DEPARTURE,Rotterdam,T1,2026-05-29T19:06:21.972953,,
,CONT_449977,container,21e92cd2-52db-4518-8dfd-af5481d8b9b2,CONTAINER_TRANSFER,,T1,2026-05-29T19:06:37.972953,,9.03
1617,MSC_ATLAS,ship,f336e79a-79b6-49bd-838d-eea587f2635f,SHIP_DEPARTURE,Rotterdam,T4,2026-05-29T19:06:42.972953,,
1421,MAERSK_NEXUS,ship,ddcd0d21-64f4-494e-94eb-e019f16c925c,SHIP_ARRIVAL,Rotterdam,T3,2026-05-29T19:07:23.972953,,
,TAKARGO_991,train,90d53407-e309-44dd-aa5e-b559d94da7ab,TRAIN_UNLOADING,,T4,2026-05-29T19:08:08.972953,33,
,CP_4401,train,44a6f33e-a4ea-4bb4-9e2a-397e03c9ca03,TRAIN_UNLOADING,,T3,2026-05-29T19:08:31.972953,33,
,MEDWAY_778,train,0428cb13-f2e5-402d-a372-5cf947109091,TRAIN_ARRIVAL,,T3,2026-05-29T19:09:37.972953,20,
,MEDWAY_778,train,b1f80b24-e765-446f-beba-43212aaabd9c,TRAIN_UNLOADING,,T1,2026-05-29T19:10:30.972953,27,
,TAKARGO_991,train,8c016023-a390-4451-bb7b-871941f0d367,TRAIN_LOADING,,T1,2026-05-29T19:12:03.972953,21,
,CONT_974760,container,53eb3067-5e6e-4b60-a930-fa522265dfce,CONTAINER_UNLOAD,,T1,2026-05-29T19:13:09.972953,,15.12
,TAKARGO_991,train,ac382eb3-b4c0-4a32-abb9-ae6357a33b14,TRAIN_ARRIVAL,,T1,2026-05-29T19:13:34.972953,17,
,CONT_191084,container,27c78572-8d89-4b01-bf4b-1fbcd3cded41,CONTAINER_SCAN,,T1,2026-05-29T19:14:00.972953,,7.22
718,EVER_GLOBE,ship,37a0acae-6d12-4bd3-abe7-280ddf116545,SHIP_DEPARTURE,Hamburg,T4,2026-05-29T19:14:40.972953,,
,CP_4401,train,ff5f8c43-5474-45d5-b7ce-77055db531d8,TRAIN_UNLOADING,,T4,2026-05-29T19:16:02.972953,11,
961,POSEIDON_X,ship,564ea4b7-484a-4210-91a1-77b96a37857d,SHIP_UNDOCKED,Hamburg,T3,2026-05-29T19:17:02.972953,,
1137,POSEIDON_X,ship,3e00cfbf-00e4-4be2-8edc-dcfc70bb1f52,SHIP_DEPARTURE,Rotterdam,T4,2026-05-29T19:17:09.972953,,
,CONT_448112,container,0be8536d-d376-47df-80b7-0d2fea17fe13,CONTAINER_TRANSFER,,T1,2026-05-29T19:18:40.972953,,20.29
,CP_4401,train,8c95ef5c-c94a-4800-8549-10d9e06533ca,TRAIN_DEPARTURE,,T2,2026-05-29T19:18:49.972953,30,
,TAKARGO_991,train,c32156b8-9b51-4ff1-bd1b-9776f57dfdc2,TRAIN_UNLOADING,,T1,2026-05-29T19:20:21.972953,21,
,TAKARGO_991,train,b00f3472-fd8f-4648-9916-3470238afcb5,TRAIN_DEPARTURE,,T4,2026-05-29T19:20:39.972953,17,
,CONT_411292,container,91ce55c4-5649-4826-bf73-fce977b50d0e,CONTAINER_SCAN,,T1,2026-05-29T19:20:40.972953,,10.45
1642,MSC_ATLAS,ship,5600aa2d-1601-4e88-9763-2931126811f0,SHIP_UNDOCKED,Singapore,T2,2026-05-29T19:21:12.972953,,
1040,MSC_ATLAS,ship,8bafe2aa-249a-4f85-8674-7213cb519dcb,SHIP_UNDOCKED,Rotterdam,T2,2026-05-29T19:21:50.972953,,
,CONT_590524,container,bc38afda-5e2a-45fd-a60e-1151afae26d1,CONTAINER_UNLOAD,,T3,2026-05-29T19:22:35.972953,,11.8
,TAKARGO_991,train,1ee90b50-5172-4564-8524-12cf670ebe56,TRAIN_DEPARTURE,,T1,2026-05-29T19:23:13.972953,40,
,CONT_812032,container,87b71b3b-3534-474f-bcf4-665d894fdc61,CONTAINER_LOAD,,T1,2026-05-29T19:25:17.972953,,6.65
1084,EVER_GLOBE,ship,31c5f15e-f2f0-46c4-97e3-4e72618e81ab,SHIP_UNDOCKED,Valencia,T1,2026-05-29T19:25:29.972953,,
,TAKARGO_991,train,69ac811c-5fea-4d1a-aefb-9a2892d336d4,TRAIN_ARRIVAL,,T4,2026-05-29T19:25:50.972953,39,
,TAKARGO_991,train,0e6ae654-6c14-4928-8eca-795fa71d376f,TRAIN_ARRIVAL,,T1,2026-05-29T19:26:32.972953,20,
,TAKARGO_991,train,5af92625-b034-41f8-beb6-3eeae4ea0362,TRAIN_UNLOADING,,T1,2026-05-29T19:26:51.972953,26,
1075,MAERSK_NEXUS,ship,2469e8c0-43d0-40d1-b359-92ea6521698a,SHIP_UNDOCKED,Shanghai,T2,2026-05-29T19:26:56.972953,,
,CONT_137578,container,34736b44-a65e-4759-80be-f5034f49beb5,CONTAINER_UNLOAD,,T3,2026-05-29T19:27:10.972953,,11.46
1639,MSC_ATLAS,ship,9014be47-f179-4058-828e-d8523a8e20fb,SHIP_ARRIVAL,Valencia,T4,2026-05-29T19:27:26.972953,,
,MEDWAY_778,train,72e76060-31f2-4623-b8fa-1a9c5119b980,TRAIN_ARRIVAL,,T3,2026-05-29T19:28:00.972953,23,
,CONT_333717,container,e9299cb4-3be1-4318-a326-1a46983dfabf,CONTAINER_TRANSFER,,T3,2026-05-29T19:30:02.972953,,20.33
,CONT_644818,container,402cce39-f935-4642-8ca6-999ea79b83d5,CONTAINER_UNLOAD,,T3,2026-05-29T19:30:27.972953,,26.76
,TAKARGO_991,train,1951c7d6-7071-4a52-ba7d-dd9d25d2b94f,TRAIN_ARRIVAL,,T2,2026-05-29T19:31:15.972953,37,
,MEDWAY_778,train,d6cf40cb-8cf6-4a28-9163-0106779e4689,TRAIN_LOADING,,T4,2026-05-29T19:31:34.972953,34,
,MEDWAY_778,train,9ec07439-726a-4683-b779-61b7d2f3aae0,TRAIN_ARRIVAL,,T1,2026-05-29T19:31:52.972953,22,
755,POSEIDON_X,ship,be22178d-0e72-4ae8-a36d-8a1c694c38d0,SHIP_DOCKED,Shanghai,T3,2026-05-29T19:33:37.972953,,
,CONT_793796,container,85929b44-0eba-4b55-afb0-c5099db69fad,CONTAINER_TRANSFER,,T4,2026-05-29T19:33:40.972953,,22.14
319,EVER_GLOBE,ship,a7bdbd8d-a1aa-4fa0-ae2a-b218ec441564,SHIP_UNDOCKED,Hamburg,T1,2026-05-29T19:33:40.972953,,
,CP_4401,train,eda4d2ff-b8fa-4f5a-be98-acae5da70380,TRAIN_UNLOADING,,T2,2026-05-29T19:35:11.972953,11,
1022,POSEIDON_X,ship,992b1480-eace-4864-9847-ee9f5cc2d5ff,SHIP_DOCKED,Rotterdam,T3,2026-05-29T19:36:42.972953,,
,CP_4401,train,c46eeab6-3f9e-45f9-a913-ff66380d1696,TRAIN_DEPARTURE,,T1,2026-05-29T19:37:29.972953,15,
720,POSEIDON_X,ship,165f2673-5f6d-477d-b0f4-259d4e8027b5,SHIP_DEPARTURE,Hamburg,T3,2026-05-29T19:39:21.972953,,
,TAKARGO_991,train,7ed8cfa9-d0f0-482a-a318-103fdc321fb6,TRAIN_UNLOADING,,T3,2026-05-29T19:39:26.972953,13,
,MEDWAY_778,train,7ad62be4-04c2-4a1d-939f-4f553e8c3cd6,TRAIN_UNLOADING,,T4,2026-05-29T19:39:27.972953,37,
,CONT_933532,container,da72efa3-71fa-429b-a6f9-0bcb452da2d4,CONTAINER_LOAD,,T4,2026-05-29T19:40:13.972953,,9.63
237,MAERSK_NEXUS,ship,291a5247-a16f-49d0-8189-7efb9d22a9cb,SHIP_ARRIVAL,Singapore,T2,2026-05-29T19:42:19.972953,,
,CONT_950930,container,0a709fa2-6772-446f-ac0a-9dad780e86f5,CONTAINER_TRANSFER,,T3,2026-05-29T19:42:39.972953,,24.32
,CONT_115847,container,f1d747cd-77fe-41ce-9afc-32136e71980b,CONTAINER_LOAD,,T3,2026-05-29T19:43:18.972953,,16.3
,CONT_121763,container,979eb64e-4306-457b-91aa-617d03b4ffa4,CONTAINER_LOAD,,T3,2026-05-29T19:43:38.972953,,21.53
457,POSEIDON_X,ship,96d914ea-8898-488b-9900-765b6c2c825d,SHIP_DOCKED,Shanghai,T4,2026-05-29T19:45:15.972953,,
,CP_4401,train,5e417923-6d29-428e-baa7-5235c78dc0ba,TRAIN_DEPARTURE,,T2,2026-05-29T19:45:22.972953,13,
,CONT_928557,container,3176a032-c041-4c3c-804d-f1ca083a3292,CONTAINER_SCAN,,T4,2026-05-29T19:45:29.972953,,13.15
,CONT_145373,container,08e9607c-9335-4248-826f-f9ac84f5fdd7,CONTAINER_UNLOAD,,T4,2026-05-29T19:46:24.972953,,24.38
,CONT_249708,container,2cc7a34f-97d5-492b-9709-b3dbe37154a8,CONTAINER_UNLOAD,,T4,2026-05-29T19:47:16.972953,,9.89
,TAKARGO_991,train,eeef5449-a11a-49db-841b-db981d6f6657,TRAIN_ARRIVAL,,T1,2026-05-29T19:47:45.972953,38,
,CP_4401,train,1a79b71e-76d8-4c90-846a-14a227d66133,TRAIN_LOADING,,T3,2026-05-29T19:48:02.972953,11,
,TAKARGO_991,train,94d8cc3f-0157-4cad-b6ff-09c9ef3bf4ed,TRAIN_UNLOADING,,T3,2026-05-29T19:49:08.972953,34,
,CONT_821428,container,563378af-09f1-4579-bb4d-02b611b90982,CONTAINER_TRANSFER,,T1,2026-05-29T19:50:09.972953,,11.94
,CONT_358866,container,2f4293ac-5ed8-4a67-aebe-7a44d515013e,CONTAINER_LOAD,,T1,2026-05-29T19:50:10.972953,,22.33
,CP_4401,train,fe831206-a95a-4e12-bd75-bcd82c1f5cdf,TRAIN_UNLOADING,,T3,2026-05-29T19:50:26.972953,20,
,MEDWAY_778,train,483fb413-c1af-4bb5-9d74-c825352da4d0,TRAIN_ARRIVAL,,T4,2026-05-29T19:50:56.972953,27,
1141,MAERSK_NEXUS,ship,1b282741-2a8b-4786-9762-e09d9794c06e,SHIP_ARRIVAL,Shanghai,T1,2026-05-29T19:51:53.972953,,
,MEDWAY_778,train,d453c779-4ae3-472f-ba2f-c9698b4a4cba,TRAIN_UNLOADING,,T3,2026-05-29T19:51:59.972953,37,
,CONT_926110,container,09375256-ca38-4d41-81a4-6495309a5063,CONTAINER_TRANSFER,,T1,2026-05-29T19:52:14.972953,,27.25
,TAKARGO_991,train,143504b6-2800-4852-bf41-f3de6f167b33,TRAIN_ARRIVAL,,T2,2026-05-29T19:53:09.972953,35,
,CONT_687279,container,29066f6a-359f-48e2-9c37-eee8395b5847,CONTAINER_UNLOAD,,T1,2026-05-29T19:53:29.972953,,6.33
,CONT_890021,container,c69988a8-57d8-483a-8642-bb6f69f1f42a,CONTAINER_SCAN,,T1,2026-05-29T19:55:25.972953,,26.41
,CP_4401,train,adde8a66-c5d8-4677-90c5-98ca686a75c5,TRAIN_DEPARTURE,,T1,2026-05-29T19:55:50.972953,32,
1609,MAERSK_NEXUS,ship,b7942d9c-fba9-4e7a-b6fb-b500f2ffa747,SHIP_DEPARTURE,Rotterdam,T1,2026-05-29T19:56:05.972953,,
,CONT_304902,container,9a86cade-b7a1-413a-918f-008a7c02a110,CONTAINER_SCAN,,T4,2026-05-29T19:56:10.972953,,8.41
247,MAERSK_NEXUS,ship,be014926-de67-4006-a942-4d66a931f991,SHIP_ARRIVAL,Hamburg,T3,2026-05-29T19:56:21.972953,,
,TAKARGO_991,train,309705a1-115f-44a4-a49b-db68b17f8aba,TRAIN_ARRIVAL,,T3,2026-05-29T19:57:22.972953,20,
,CONT_694744,container,81d89e3a-0775-44e4-b05a-67ed31f6d513,CONTAINER_SCAN,,T1,2026-05-29T19:57:28.972953,,15.31
1426,MAERSK_NEXUS,ship,6be95b20-08b7-4256-b24e-c41f2aa87212,SHIP_UNDOCKED,Singapore,T4,2026-05-29T19:58:14.972953,,
666,EVER_GLOBE,ship,c2fe2805-01a4-4add-9c79-42d884cd25e0,SHIP_DEPARTURE,Hamburg,T2,2026-05-29T19:58:46.972953,,
,TAKARGO_991,train,81b942e6-9a3b-4ccf-a561-3b060a86139a,TRAIN_UNLOADING,,T3,2026-05-29T19:59:52.972953,20,
,CONT_484218,container,02ce7cdc-cfe5-4af1-8b98-87896bf7be0a,CONTAINER_SCAN,,T2,2026-05-29T20:01:24.972953,,21.09
,CONT_252145,container,4703f555-42c1-466c-b559-8d745099088a,CONTAINER_SCAN,,T1,2026-05-29T20:02:10.972953,,8.42
1088,EVER_GLOBE,ship,411680ea-22b5-4b40-b69f-d6ba9d213a3f,SHIP_ARRIVAL,Hamburg,T3,2026-05-29T20:02:23.972953,,
,TAKARGO_991,train,66346127-45ed-417a-b60a-fddc62b0e253,TRAIN_LOADING,,T1,2026-05-29T20:03:36.972953,30,
437,MAERSK_NEXUS,ship,6dba6181-4ed6-407b-82e4-79d7a7ef08a0,SHIP_UNDOCKED,Shanghai,T4,2026-05-29T20:03:45.972953,,
,CONT_836652,container,d528d6ec-1fee-4d17-a9ff-54aee0423822,CONTAINER_LOAD,,T4,2026-05-29T20:03:54.972953,,6.07
,CONT_279118,container,fec75e00-e513-4dcb-abee-14a6f2145a1b,CONTAINER_LOAD,,T1,2026-05-29T20:04:28.972953,,20.45
,TAKARGO_991,train,9c047fad-af07-44cc-95fe-93496adcc5d8,TRAIN_UNLOADING,,T3,2026-05-29T20:05:43.972953,26,
,CP_4401,train,1eb90f0a-5ee9-44d8-a60f-d0577b922ad1,TRAIN_LOADING,,T1,2026-05-29T20:06:01.972953,25,
,TAKARGO_991,train,f0d430a2-dad0-4526-b5ac-34bdafa1192e,TRAIN_LOADING,,T1,2026-05-29T20:07:51.972953,24,
,TAKARGO_991,train,ee859afb-2e3b-47fa-aa0f-f2d9732ff253,TRAIN_DEPARTURE,,T2,2026-05-29T20:08:24.972953,26,
921,MSC_ATLAS,ship,8dd05e11-e11f-4752-8dbb-35106ef2ff8a,SHIP_ARRIVAL,Singapore,T4,2026-05-29T20:09:06.972953,,
,CONT_381100,container,718c9b46-6fc1-4fc9-a334-193145d4be6b,CONTAINER_UNLOAD,,T3,2026-05-29T20:09:28.972953,,7.68
971,EVER_GLOBE,ship,5caf4e93-26fd-40b3-8445-f2e89cf4c988,SHIP_DOCKED,Valencia,T4,2026-05-29T20:09:31.972953,,
,CP_4401,train,bbfe1165-6c92-48a0-a7d4-892bf43106be,TRAIN_ARRIVAL,,T1,2026-05-29T20:09:46.972953,15,
,TAKARGO_991,train,a3e0289e-8040-416e-a678-25ab68eb6dc8,TRAIN_UNLOADING,,T2,2026-05-29T20:10:24.972953,20,
364,EVER_GLOBE,ship,6aa329d0-2070-46be-825e-130b04bafe9c,SHIP_DEPARTURE,Hamburg,T3,2026-05-29T20:10:26.972953,,
1700,MSC_ATLAS,ship,18200db1-13be-4064-9d2e-f067975c8805,SHIP_ARRIVAL,Shanghai,T3,2026-05-29T20:12:08.972953,,
1340,MAERSK_NEXUS,ship,51c51a10-30c5-4344-b271-2a8415bd6614,SHIP_DOCKED,Singapore,T3,2026-05-29T20:13:24.972953,,
,CONT_598898,container,02617618-7968-412f-a6bc-231998ad8cd9,CONTAINER_SCAN,,T3,2026-05-29T20:14:15.972953,,25.57
,CONT_878487,container,8ab47158-44be-4802-a035-88a2513029c4,CONTAINER_SCAN,,T2,2026-05-29T20:14:26.972953,,8.52
,CP_4401,train,b59d5fe2-e212-474e-bfda-db1cd451e557,TRAIN_ARRIVAL,,T1,2026-05-29T20:14:49.972953,25,
,CONT_806733,container,867f49cf-e2ef-4901-8374-cf9ba3015d48,CONTAINER_UNLOAD,,T2,2026-05-29T20:14:59.972953,,7.83
269,EVER_GLOBE,ship,88a39b4c-b448-47bf-9764-6c526c0d9218,SHIP_DOCKED,Shanghai,T2,2026-05-29T20:15:20.972953,,
,CONT_255939,container,af0d7a15-a926-44d5-8f8b-4b3ad2e8b9bb,CONTAINER_TRANSFER,,T4,2026-05-29T20:16:46.972953,,26.69
,MEDWAY_778,train,e16ec171-af45-49a7-a8fd-acb874b0baba,TRAIN_DEPARTURE,,T4,2026-05-29T20:18:17.972953,39,
1318,MSC_ATLAS,ship,593ee476-9c60-4024-b0e4-cff6ea5806d4,SHIP_UNDOCKED,Hamburg,T2,2026-05-29T20:19:16.972953,,
,CONT_976363,container,28f6e2af-ddd8-400d-bb6a-9c150b57d637,CONTAINER_TRANSFER,,T1,2026-05-29T20:19:54.972953,,23.48
,CONT_980179,container,7927ceda-7b36-47b2-bcfc-dc086f2f9e33,CONTAINER_UNLOAD,,T3,2026-05-29T20:21:09.972953,,12.14
472,MAERSK_NEXUS,ship,d0ce0ecf-178d-428c-ae16-9323cfef5a43,SHIP_UNDOCKED,Rotterdam,T3,2026-05-29T20:21:57.972953,,
,CONT_759460,container,ccf0a523-ed67-4e1a-a2c3-e756eaf42486,CONTAINER_TRANSFER,,T2,2026-05-29T20:22:32.972953,,5.99
,CONT_769912,container,5d6a9b9a-1e46-4145-b752-b7541c75a1f2,CONTAINER_SCAN,,T2,2026-05-29T20:22:57.972953,,10.35
,CP_4401,train,b10ec3bd-c6b6-41f1-ad02-b21edfdea5a7,TRAIN_UNLOADING,,T3,2026-05-29T20:24:08.972953,17,
,TAKARGO_991,train,f3c7b023-4e11-4060-b8ca-07d4a946cd26,TRAIN_ARRIVAL,,T1,2026-05-29T20:25:09.972953,14,
,CONT_676631,container,97d7cd9b-253b-4619-b280-02ed8f05d29d,CONTAINER_SCAN,,T1,2026-05-29T20:26:11.972953,,14.12
1761,EVER_GLOBE,ship,73c31f34-2e17-4ed9-80bd-f70c139b6d98,SHIP_DOCKED,Hamburg,T1,2026-05-29T20:26:43.972953,,
795,MAERSK_NEXUS,ship,f0e24896-affa-4cfd-9df0-c966c4387ff6,SHIP_ARRIVAL,Hamburg,T2,2026-05-29T20:27:25.972953,,
,CONT_163698,container,ff8ddd40-bb64-4f17-a255-ab061112f60f,CONTAINER_SCAN,,T2,2026-05-29T20:28:01.972953,,27.43
,CONT_341621,container,5ca82110-8fc8-4d98-8e3d-ff6c279f2481,CONTAINER_LOAD,,T4,2026-05-29T20:29:42.972953,,12.29
,CONT_944460,container,d5f78be7-db53-415c-a410-deb1a98c154c,CONTAINER_SCAN,,T1,2026-05-29T20:29:56.972953,,25.1
,CONT_840477,container,584a9bfc-f08b-42ef-b23f-293a72f77826,CONTAINER_TRANSFER,,T1,2026-05-29T20:30:16.972953,,20.2
,MEDWAY_778,train,79e79b69-7647-4aa6-9018-c02e6b7b1d31,TRAIN_UNLOADING,,T4,2026-05-29T20:31:55.972953,30,
1005,POSEIDON_X,ship,a63b8cbb-1dc0-497d-b925-544b10aa9bc8,SHIP_DOCKED,Hamburg,T4,2026-05-29T20:32:06.972953,,
772,MSC_ATLAS,ship,2c258830-cfff-48fd-bcda-830cb435b2bf,SHIP_ARRIVAL,Hamburg,T1,2026-05-29T20:32:17.972953,,
,CONT_984925,container,d3c69b91-fb53-4f12-a378-12d6e892e758,CONTAINER_TRANSFER,,T4,2026-05-29T20:34:16.972953,,20.63
,TAKARGO_991,train,7e0e7d84-add4-4632-b893-d5e9251f25aa,TRAIN_LOADING,,T4,2026-05-29T20:34:20.972953,18,
788,MAERSK_NEXUS,ship,d4005cf9-ea1f-449f-bc8a-789e266f066b,SHIP_DOCKED,Valencia,T3,2026-05-29T20:36:17.972953,,
,MEDWAY_778,train,681cfa2b-7460-4c41-9c0f-e099fb907539,TRAIN_ARRIVAL,,T3,2026-05-29T20:36:19.972953,25,
1374,MAERSK_NEXUS,ship,b94a21f8-54fc-49dc-9c8a-f1060c9faa22,SHIP_ARRIVAL,Shanghai,T3,2026-05-29T20:37:19.972953,,
,CONT_559738,container,4009e25a-d2c8-4cda-b1e6-90e7a2c35d5c,CONTAINER_TRANSFER,,T3,2026-05-29T20:38:53.972953,,13.5
,TAKARGO_991,train,10b630e6-b62b-4884-a0cd-9b63d7e4cd80,TRAIN_LOADING,,T1,2026-05-29T20:40:10.972953,34,
856,EVER_GLOBE,ship,81baf1a1-6049-4db9-8d92-7fbdfb61302e,SHIP_UNDOCKED,Rotterdam,T3,2026-05-29T20:41:19.972953,,
,CONT_424022,container,b505d72c-971c-4cae-9a5e-24cda0d4dc0b,CONTAINER_LOAD,,T4,2026-05-29T20:41:28.972953,,24.72
952,MAERSK_NEXUS,ship,bcb6f5b2-44c2-40c4-9ef6-90ea98fcaf88,SHIP_DOCKED,Rotterdam,T1,2026-05-29T20:41:48.972953,,
553,POSEIDON_X,ship,dd628098-a2eb-4915-997f-c212d23b28c4,SHIP_ARRIVAL,Rotterdam,T1,2026-05-29T20:41:56.972953,,
,CP_4401,train,3a994dad-7893-45e7-86d2-c9ef0d5cd845,TRAIN_ARRIVAL,,T1,2026-05-29T20:42:18.972953,40,
,CP_4401,train,0eca0d03-8561-4de3-8c7d-64320283df8e,TRAIN_ARRIVAL,,T3,2026-05-29T20:43:23.972953,22,
,MEDWAY_778,train,d2367552-04ac-4e00-8afb-1e26b5ebbc34,TRAIN_UNLOADING,,T2,2026-05-29T20:43:26.972953,16,
