timestamp_s,acc_x,acc_y,acc_z,gyro_roll,gyro_pitch,gyro_yaw,altitude_m,pressure_hPa,mag_north,mag_east,mag_down,roll_deg,pitch_deg,yaw_deg,speed_mps,flight_phase
1.6416,1.40656,0.06629,-9.61643,-0.001524,-0.000511,0.00518,49.219,1007.3512,0.21244,0.12486,0.46058,0.0,8.0,45.0,6.156,takeoff
1.6517,1.26823,-0.05937,-9.57096,0.000749,3.1e-05,-0.000135,49.683,1007.2957,0.2035,0.12573,0.47115,0.0,8.0,45.0,6.194,takeoff
1.6617,1.32704,0.0104,-9.77297,-0.001665,-0.003489,0.004735,50.13,1007.2423,0.20209,0.13019,0.48071,0.0,8.0,45.0,6.231,takeoff
1.6717,1.35072,0.00059,-9.77811,-0.000859,-0.001776,-0.002349,50.419,1007.2077,0.20243,0.12355,0.46625,0.0,8.0,45.0,6.269,takeoff
1.6817,1.36066,0.00053,-9.71873,-0.004634,-0.004078,-0.003061,50.787,1007.1637,0.20808,0.12685,0.46606,0.0,8.0,45.0,6.306,takeoff
1.6917,1.43577,-0.00127,-9.60837,0.00319,0.00062,0.004333,50.959,1007.1431,0.21146,0.1231,0.47327,0.0,8.0,45.0,6.344,takeoff
1.7017,1.39301,0.00629,-9.68824,6.3e-05,-0.001575,0.00025,51.614,1007.0648,0.19975,0.12275,0.46548,0.0,8.0,45.0,6.381,takeoff
1.7117,1.33902,0.0178,-9.66436,-0.001123,-0.004013,-0.001994,51.847,1007.037,0.21117,0.12503,0.46302,0.0,8.0,45.0,6.419,takeoff
1.7217,1.27445,-0.05281,-9.80236,-0.005214,-0.002809,0.006332,51.919,1007.0284,0.21301,0.12881,0.46458,0.0,8.0,45.0,6.456,takeoff
1.7317,1.35939,-0.03379,-9.76396,-0.001919,0.002668,-0.001454,52.414,1006.9693,0.20338,0.12544,0.47281,0.0,8.0,45.0,6.494,takeoff
1.7417,1.39311,0.0499,-9.65557,0.002307,-0.009274,0.000788,52.68,1006.9374,0.20867,0.11907,0.46415,0.0,8.0,45.0,6.532,takeoff
1.7518,1.38516,0.02757,-9.66615,0.000964,-0.00093,0.000606,52.931,1006.9074,0.20668,0.12286,0.46032,0.0,8.0,45.0,6.569,takeoff
1.7618,1.37528,-0.08026,-9.76356,0.002425,0.002387,0.001357,53.236,1006.871,0.19834,0.12679,0.4697,0.0,8.0,45.0,6.607,takeoff
1.7718,1.40135,-0.08829,-9.84208,0.004162,-0.002128,-0.001852,53.836,1006.7993,0.20017,0.12524,0.47173,0.0,8.0,45.0,6.644,takeoff
1.7818,1.38617,-0.03764,-9.72911,0.000286,-0.005213,0.007935,53.72,1006.8131,0.20855,0.12389,0.46823,0.0,8.0,45.0,6.682,takeoff
1.7918,1.3995,-0.05652,-9.56343,-0.000234,0.001658,-0.002114,53.967,1006.7836,0.20107,0.13278,0.46565,0.0,8.0,45.0,6.719,takeoff
1.8018,1.44814,0.06733,-9.56959,-0.003141,-0.005946,0.004054,54.165,1006.76,0.20752,0.12614,0.47189,0.0,8.0,45.0,6.757,takeoff
1.8118,1.39292,-0.07855,-9.77996,0.003138,-0.003744,-0.006783,54.752,1006.6899,0.20038,0.1279,0.47696,0.0,8.0,45.0,6.794,takeoff
1.8218,1.34048,-0.01191,-9.82251,0.005771,-0.005032,0.001436,55.056,1006.6535,0.20461,0.13132,0.46784,0.0,8.0,45.0,6.832,takeoff
1.8318,1.47518,0.07646,-9.70934,0.002673,0.001722,-0.002113,55.058,1006.6532,0.21185,0.12693,0.46887,0.0,8.0,45.0,6.869,takeoff
1.8418,1.42212,-0.09893,-9.56693,-0.001234,0.000884,0.004443,55.642,1006.5835,0.20754,0.11808,0.47295,0.0,8.0,45.0,6.907,takeoff
1.8519,1.45225,0.08181,-9.45408,-0.004055,-0.003038,-0.000765,55.881,1006.5549,0.20563,0.12439,0.47514,0.0,8.0,45.0,6.944,takeoff
1.8619,1.3153,-0.08288,-9.77882,-5.2e-05,-0.005566,0.001323,56.131,1006.525,0.20163,0.12993,0.4697,0.0,8.0,45.0,6.982,takeoff
1.8719,1.39273,-0.07138,-9.83161,-0.000659,-0.001914,0.003604,56.394,1006.4936,0.20816,0.1215,0.4738,0.0,8.0,45.0,7.02,takeoff
1.8819,1.34164,0.01197,-9.72421,0.005606,-0.005339,-0.002954,56.664,1006.4614,0.19864,0.11865,0.47311,0.0,8.0,45.0,7.057,takeoff
1.8919,1.42059,-0.00431,-9.57914,-0.00076,0.00308,-0.000724,56.858,1006.4381,0.20954,0.12448,0.48019,0.0,8.0,45.0,7.095,takeoff
1.9019,1.39493,0.06255,-9.50372,-0.000525,-0.004092,0.003711,57.443,1006.3683,0.19851,0.11992,0.45732,0.0,8.0,45.0,7.132,takeoff
1.9119,1.40105,-0.04269,-9.73232,-0.004036,-0.005164,3.4e-05,57.557,1006.3547,0.20615,0.12848,0.48135,0.0,8.0,45.0,7.17,takeoff
1.9219,1.33853,-0.00558,-9.87199,-0.003983,-0.002925,-0.00332,57.96,1006.3065,0.20166,0.11579,0.47868,0.0,8.0,45.0,7.207,takeoff
1.9319,1.34255,-0.11361,-9.68616,-0.001158,0.001409,-0.000707,58.177,1006.2806,0.20729,0.12853,0.47384,0.0,8.0,45.0,7.245,takeoff
1.9419,1.41553,0.04521,-9.52498,0.001631,-0.00229,-0.002839,58.648,1006.2243,0.20577,0.1235,0.47639,0.0,8.0,45.0,7.282,takeoff
1.952,1.35074,0.10277,-9.55711,0.002002,-0.003057,-0.003502,58.838,1006.2017,0.20724,0.12894,0.46901,0.0,8.0,45.0,7.32,takeoff
1.962,1.2631,-0.10578,-9.61826,-0.002236,0.002403,-0.001304,59.131,1006.1666,0.20869,0.12146,0.47796,0.0,8.0,45.0,7.357,takeoff
1.972,1.34361,-0.03839,-9.84416,0.003031,0.002877,0.001109,59.719,1006.0964,0.20251,0.12938,0.47245,0.0,8.0,45.0,7.395,takeoff
1.982,1.31503,-0.02203,-9.73459,-0.001509,-0.000761,0.001937,59.749,1006.0929,0.20522,0.12511,0.46816,0.0,8.0,45.0,7.432,takeoff
1.992,1.42651,-0.01391,-9.43238,-0.003183,-0.003607,-5e-06,60.366,1006.0191,0.19896,0.12769,0.47124,0.0,8.0,45.0,7.47,takeoff
2.002,0.4169,0.08327,-9.583,-0.000298,-10.473222,0.022112,60.315,1006.0252,0.20155,0.12467,0.46157,0.0,2.0,45.02,15.0,cruise
2.012,0.37146,-0.11238,-9.79948,-0.00261,-0.004377,0.136002,60.388,1006.0165,0.21106,0.13361,0.46614,0.0,2.0,45.09,15.0,cruise
2.022,0.39229,-0.13473,-9.88292,-0.000427,-0.004604,0.134389,60.442,1006.0101,0.20969,0.12709,0.47066,0.0,2.0,45.17,15.0,cruise
2.032,0.37138,-0.01873,-9.801,0.001665,0.000722,0.127656,60.28,1006.0294,0.19799,0.1276,0.47821,0.0,2.0,45.24,15.0,cruise
2.042,0.37248,0.02378,-9.61934,-0.005156,-0.003377,0.133613,59.865,1006.0789,0.19982,0.13192,0.47501,0.0,2.0,45.32,15.0,cruise
2.0521,0.41933,0.06615,-9.6312,0.002722,-0.002746,0.132859,60.205,1006.0383,0.21082,0.13423,0.4769,0.0,2.0,45.39,15.0,cruise
2.0621,0.33171,-0.07394,-9.73962,0.002691,-0.000816,0.130614,60.364,1006.0194,0.19887,0.12999,0.47689,0.0,2.0,45.47,15.0,cruise
2.0721,0.39872,-0.02575,-9.98914,0.001645,0.004608,0.12992,60.291,1006.0281,0.21116,0.13011,0.4824,0.0,2.0,45.54,15.0,cruise
2.0821,0.30707,-0.08422,-9.77053,-0.002536,-0.002381,0.132329,60.455,1006.0084,0.20695,0.12951,0.46799,0.0,2.0,45.62,15.0,cruise
2.0921,0.45619,0.21804,-9.62546,0.001342,-0.005672,0.13062,60.268,1006.0308,0.201,0.12735,0.47889,0.0,2.0,45.69,15.0,cruise
2.1021,0.46383,0.01494,-9.7009,0.005062,-0.001913,0.127347,60.407,1006.0142,0.2086,0.1155,0.46588,0.0,2.0,45.77,15.0,cruise
2.1121,0.34785,0.01168,-9.82597,-0.001448,0.000414,0.131108,60.381,1006.0173,0.19771,0.12107,0.47378,0.0,2.0,45.84,15.0,cruise
2.1221,0.33005,-0.01497,-9.94654,-0.001339,0.002328,0.127947,60.488,1006.0046,0.20966,0.13233,0.46656,0.0,2.0,45.92,15.0,cruise
2.1321,0.302,-0.0464,-9.9001,-0.001852,0.000164,0.13448,60.143,1006.0458,0.20623,0.1305,0.47755,0.0,2.0,45.99,15.0,cruise
2.1421,0.42333,0.06889,-9.63872,0.003972,-0.005638,0.132164,60.294,1006.0277,0.20142,0.13065,0.47317,0.0,2.0,46.07,15.0,cruise
2.1522,0.42166,0.01437,-9.67557,0.004308,-0.000713,0.12947,60.271,1006.0305,0.19372,0.12881,0.46901,0.0,2.0,46.14,15.0,cruise
2.1622,0.32601,0.05507,-9.85418,0.00315,0.004798,0.135772,60.295,1006.0276,0.19656,0.12202,0.46794,0.0,2.0,46.22,15.0,cruise
2.1722,0.28347,-0.09686,-9.93577,0.000726,-0.000298,0.128834,60.198,1006.0392,0.20122,0.12805,0.47918,0.0,2.0,46.29,15.0,cruise
2.1822,0.35367,-0.11736,-9.81805,0.002676,-0.002125,0.128904,60.564,1005.9955,0.19646,0.13253,0.471,0.0,2.0,46.37,15.0,cruise
2.1922,0.42418,0.10086,-9.63735,-0.000617,0.001559,0.130651,60.325,1006.0241,0.19514,0.12426,0.47026,0.0,2.0,46.44,15.0,cruise
2.2022,0.42087,-0.06111,-9.61232,-0.0014,0.002084,0.131484,60.131,1006.0471,0.20177,0.12504,0.47634,0.0,2.0,46.52,15.0,cruise
2.2122,0.35573,-0.03031,-9.76354,-0.001953,-0.005624,0.13375,60.135,1006.0467,0.19568,0.13401,0.47263,0.0,2.0,46.59,15.0,cruise
2.2222,0.25502,-0.09147,-9.96447,0.006391,0.00095,0.131245,60.386,1006.0167,0.19419,0.12666,0.47052,0.0,2.0,46.67,15.0,cruise
2.2322,0.36306,-0.04231,-9.83022,0.001298,-0.002253,0.131624,60.236,1006.0346,0.20192,0.13227,0.47099,0.0,2.0,46.74,15.0,cruise
2.2422,0.3337,-0.03526,-9.6484,0.005484,-0.001325,0.131264,60.334,1006.023,0.19487,0.13696,0.47093,0.0,2.0,46.82,15.0,cruise
2.2523,0.369,0.01639,-9.66196,0.005024,-0.002399,0.132971,60.386,1006.0167,0.19664,0.13158,0.47137,0.0,2.0,46.89,15.0,cruise
2.2623,0.27871,-0.00876,-9.7915,0.001472,-0.001685,0.133276,60.501,1006.003,0.19423,0.1291,0.47333,0.0,2.0,46.97,15.0,cruise
2.2723,0.34178,-0.03704,-9.78072,0.00293,0.001602,0.131573,60.151,1006.0448,0.19835,0.13457,0.47203,0.0,2.0,47.04,15.0,cruise
2.2823,0.35964,-0.04898,-9.86438,0.000537,0.000386,0.135004,60.149,1006.045,0.20352,0.12795,0.47234,0.0,2.0,47.12,15.0,cruise
2.2923,0.38245,0.0924,-9.69191,0.001617,5.8e-05,0.129874,60.289,1006.0283,0.19817,0.12883,0.4678,0.0,2.0,47.19,15.0,cruise
2.3023,0.45878,-0.00474,-9.60557,0.002032,-0.005953,0.134034,60.088,1006.0523,0.20243,0.12906,0.47004,0.0,2.0,47.27,15.0,cruise
2.3123,0.2928,-0.01422,-9.73911,-0.001346,-0.003571,0.133832,60.372,1006.0184,0.1869,0.14187,0.47264,0.0,2.0,47.34,15.0,cruise
2.3223,0.3525,-0.06724,-10.01041,0.003092,-0.003447,0.134089,60.267,1006.0309,0.20005,0.12811,0.47432,0.0,2.0,47.42,15.0,cruise
2.3323,0.27879,0.0729,-9.73718,0.005954,0.002075,0.132195,60.475,1006.0061,0.19817,0.12441,0.47752,0.0,2.0,47.49,15.0,cruise
2.3423,0.44709,0.01159,-9.7351,-0.00071,-0.007223,0.135289,60.06,1006.0557,0.19987,0.12816,0.46287,0.0,2.0,47.57,15.0,cruise
2.3524,0.41486,0.00878,-9.59054,-0.002757,-0.004033,0.125297,59.972,1006.0661,0.20722,0.14299,0.47046,0.0,2.0,47.64,15.0,cruise
2.3624,0.31697,-0.03415,-9.73797,-0.000498,-0.001051,0.132426,60.215,1006.0372,0.19538,0.13423,0.46512,0.0,2.0,47.72,15.0,cruise
2.3724,0.34033,-0.0834,-9.91025,0.005203,-0.00227,0.135225,60.031,1006.0591,0.19545,0.1331,0.47962,0.0,2.0,47.79,15.0,cruise
2.3824,0.23907,-0.04541,-9.77945,-0.001311,-0.002413,0.133468,60.328,1006.0237,0.20541,0.13539,0.47664,0.0,2.0,47.87,15.0,cruise
2.3924,0.37177,-0.02503,-9.68823,-0.002429,-0.000319,0.131318,60.199,1006.039,0.19986,0.12763,0.47385,0.0,2.0,47.94,15.0,cruise
2.4024,0.37953,0.08375,-9.65119,0.002944,-0.001224,0.134717,60.316,1006.025,0.18884,0.13858,0.46956,0.0,2.0,48.02,15.0,cruise
2.4124,0.39873,0.01617,-9.81689,-0.001687,0.000202,0.131589,60.44,1006.0102,0.19605,0.13885,0.47212,0.0,2.0,48.09,15.0,cruise
2.4224,0.33235,-0.07829,-9.90447,0.004639,-0.00192,0.134095,60.307,1006.0262,0.19735,0.14254,0.47601,0.0,2.0,48.17,15.0,cruise
2.4324,0.33992,-0.03071,-9.89082,0.000544,-0.000836,0.135061,60.412,1006.0136,0.19097,0.139,0.46956,0.0,2.0,48.24,15.0,cruise
2.4424,0.33935,0.07806,-9.6069,0.001882,0.000358,0.134812,60.509,1006.002,0.19994,0.12767,0.48005,0.0,2.0,48.32,15.0,cruise
2.4525,0.45696,0.0008,-9.68159,0.002601,-0.002608,0.133515,60.412,1006.0137,0.19325,0.12892,0.47193,0.0,2.0,48.39,15.0,cruise
2.4625,0.33354,-0.00995,-9.84152,0.000323,0.000367,0.134327,60.182,1006.0411,0.19003,0.13477,0.47281,0.0,2.0,48.47,15.0,cruise
2.4725,0.33845,-0.0851,-9.9001,0.005579,-0.00118,0.127616,60.33,1006.0234,0.20587,0.12844,0.47015,0.0,2.0,48.54,15.0,cruise
2.4825,0.32374,-0.03775,-9.84891,0.00452,-0.001544,0.136331,60.282,1006.0291,0.19368,0.13173,0.46091,0.0,2.0,48.62,15.0,cruise
2.4925,0.40162,0.11284,-9.66008,0.003169,-0.003045,0.131779,60.448,1006.0094,0.20526,0.1427,0.47403,0.0,2.0,48.69,15.0,cruise
2.5025,0.40581,0.03682,-9.66668,-0.003238,-0.005193,0.13266,60.256,1006.0322,0.18765,0.13527,0.46841,0.0,2.0,48.77,15.0,cruise
2.5125,0.30309,-0.03453,-9.78671,-0.000736,0.000965,0.126796,60.002,1006.0626,0.1948,0.13612,0.47202,0.0,2.0,48.84,15.0,cruise
2.5225,0.29177,-0.10475,-9.91403,-0.000213,0.002826,0.131536,60.292,1006.028,0.20694,0.13486,0.47278,0.0,2.0,48.92,15.0,cruise
2.5325,0.36667,-0.00656,-9.84714,0.001676,-0.001531,0.130789,60.349,1006.0212,0.20449,0.14207,0.47152,0.0,2.0,48.99,15.0,cruise
2.5425,0.42993,-0.03382,-9.69892,0.003941,0.002636,0.130203,60.227,1006.0357,0.20504,0.13669,0.47912,0.0,2.0,49.07,15.0,cruise
2.5526,0.41479,0.03944,-9.64294,0.003936,0.002257,0.129416,60.247,1006.0333,0.19849,0.13575,0.46753,0.0,2.0,49.14,15.0,cruise
2.5626,0.41306,0.04074,-9.78909,0.001755,-0.005435,0.12983,60.319,1006.0248,0.19385,0.13175,0.46642,0.0,2.0,49.22,15.0,cruise
2.5726,0.26579,-0.03533,-10.01045,-0.00193,-0.007394,0.133779,60.03,1006.0593,0.19364,0.14497,0.47837,0.0,2.0,49.29,15.0,cruise
2.5826,0.24307,-0.02882,-9.91388,-0.002464,-0.002155,0.136197,60.39,1006.0163,0.18968,0.14049,0.45878,0.0,2.0,49.37,15.0,cruise
2.5926,0.34842,-0.03226,-9.68509,0.000512,-0.002239,0.13197,60.303,1006.0266,0.19574,0.1379,0.46858,0.0,2.0,49.44,15.0,cruise
2.6026,0.42488,0.06896,-9.65419,0.000946,0.001652,0.129176,60.571,1005.9947,0.18613,0.13561,0.46525,0.0,2.0,49.52,15.0,cruise
2.6126,0.47337,-0.03843,-9.78778,2.5e-05,-0.001528,0.131487,60.28,1006.0294,0.17496,0.13781,0.47009,0.0,2.0,49.59,15.0,cruise
2.6226,0.3715,0.00777,-9.92025,0.003583,-0.00512,0.134792,60.214,1006.0373,0.18646,0.13678,0.477,0.0,2.0,49.67,15.0,cruise
2.6326,0.34165,0.03011,-9.90495,0.004273,-0.003776,0.133181,60.333,1006.0231,0.19547,0.13915,0.4663,0.0,2.0,49.74,15.0,cruise
2.6426,0.42926,0.0945,-9.72158,-0.00438,-0.000314,0.131497,60.28,1006.0294,0.19472,0.1358,0.46866,0.0,2.0,49.82,15.0,cruise
2.6527,0.40019,0.10146,-9.62424,-0.002583,-0.005417,0.132898,60.131,1006.0472,0.18391,0.14145,0.47342,0.0,2.0,49.89,15.0,cruise
2.6627,0.34682,0.0026,-9.74996,0.002939,-1.5e-05,0.124659,60.264,1006.0313,0.19409,0.1364,0.47018,0.0,2.0,49.97,15.0,cruise
2.6727,0.35755,-0.05311,-9.83429,0.004506,-0.002187,0.131886,59.872,1006.0781,0.18965,0.13187,0.47111,0.0,2.0,50.05,15.0,cruise
2.6827,0.33954,-0.0105,-9.80068,0.001056,0.004983,0.133169,60.103,1006.0505,0.18825,0.13696,0.47296,0.0,2.0,50.12,15.0,cruise
2.6927,0.3369,-0.00774,-9.7036,-0.000208,0.000575,0.1344,60.475,1006.0061,0.18918,0.14502,0.46318,0.0,2.0,50.2,15.0,cruise
2.7027,0.336,-0.0324,-9.62445,0.004746,-0.003668,0.13104,60.268,1006.0309,0.19348,0.13681,0.46733,0.0,2.0,50.27,15.0,cruise
2.7127,0.29891,-0.03955,-9.69663,0.001409,-0.00407,0.136171,60.212,1006.0375,0.19749,0.1464,0.47028,0.0,2.0,50.35,15.0,cruise
2.7227,0.24544,0.05776,-9.88871,0.000164,0.00102,0.134586,60.497,1006.0035,0.18686,0.14116,0.46407,0.0,2.0,50.42,15.0,cruise
2.7327,0.36403,-0.04745,-9.85902,0.000694,-0.002592,0.129886,60.419,1006.0128,0.1974,0.13696,0.47277,0.0,2.0,50.5,15.0,cruise
2.7427,0.40454,0.00623,-9.77512,-0.002773,-0.004184,0.126071,60.511,1006.0018,0.19157,0.13978,0.45905,0.0,2.0,50.57,15.0,cruise
2.7528,0.31414,0.0281,-9.52564,-0.000967,0.000759,0.13105,60.308,1006.026,0.19558,0.13838,0.46655,0.0,2.0,50.65,15.0,cruise
2.7628,0.43807,-0.00806,-9.69719,-0.000924,0.002376,0.133301,60.365,1006.0192,0.18994,0.13777,0.46999,0.0,2.0,50.72,15.0,cruise
2.7728,0.29877,-0.0089,-9.91668,-0.003336,-0.006884,0.127292,60.393,1006.0159,0.1833,0.14198,0.47068,0.0,2.0,50.8,15.0,cruise
2.7828,0.32674,-0.02589,-9.86813,-0.006962,-0.002814,0.133754,60.546,1005.9976,0.19727,0.13384,0.46825,0.0,2.0,50.87,15.0,cruise
2.7928,0.30398,0.08054,-9.65154,0.002218,-0.001348,0.136618,60.482,1006.0053,0.1944,0.14312,0.46825,0.0,2.0,50.95,15.0,cruise
2.8028,0.44442,0.06893,-9.63293,9.9e-05,0.001553,0.137472,60.188,1006.0404,0.18707,0.14278,0.47243,0.0,2.0,51.02,15.0,cruise
2.8128,0.34257,0.08496,-9.7268,0.002765,0.003431,0.131109,60.287,1006.0286,0.1819,0.14034,0.46256,0.0,2.0,51.1,15.0,cruise
2.8228,0.35936,-0.03517,-9.91861,0.000869,0.000466,0.129057,60.331,1006.0233,0.19144,0.13247,0.47342,0.0,2.0,51.17,15.0,cruise
2.8328,0.24621,-0.05424,-9.93683,0.005455,-0.005284,0.127507,60.32,1006.0246,0.18565,0.13404,0.47263,0.0,2.0,51.25,15.0,cruise
2.8428,0.28239,-0.04821,-9.73419,0.003555,0.00207,0.135767,60.277,1006.0298,0.17535,0.1437,0.47735,0.0,2.0,51.32,15.0,cruise
2.8529,0.46842,0.05155,-9.68232,-0.000446,0.003974,0.128208,60.128,1006.0476,0.19198,0.13977,0.46409,0.0,2.0,51.4,15.0,cruise
2.8629,0.44651,0.0151,-9.76342,-0.002312,0.004318,0.132373,60.51,1006.002,0.19151,0.1395,0.46744,0.0,2.0,51.47,15.0,cruise
2.8729,0.39467,0.01755,-9.9969,0.002782,-0.002199,0.129363,60.339,1006.0223,0.18007,0.13995,0.46601,0.0,2.0,51.55,15.0,cruise
2.8829,0.30383,-0.05254,-9.9322,0.005835,-0.000367,0.137851,60.276,1006.0299,0.18384,0.15126,0.46711,0.0,2.0,51.62,15.0,cruise
2.8929,0.37158,0.0387,-9.77092,0.003266,-9.3e-05,0.136281,60.434,1006.0111,0.19286,0.14209,0.46569,0.0,2.0,51.7,15.0,cruise
2.9029,0.51195,-0.04781,-9.69386,0.002828,0.003021,0.133036,60.45,1006.0091,0.17616,0.14032,0.46063,0.0,2.0,51.77,15.0,cruise
2.9129,0.41003,-0.08447,-9.80478,0.002662,0.001319,0.131995,60.386,1006.0168,0.1886,0.14192,0.46453,0.0,2.0,51.85,15.0,cruise
2.9229,0.35108,-0.02465,-9.85677,0.002045,-0.005369,0.13453,60.3,1006.027,0.18327,0.1417,0.46655,0.0,2.0,51.92,15.0,cruise
2.9329,0.37249,-0.12098,-9.93367,0.000126,0.002973,0.135636,60.054,1006.0564,0.19221,0.1501,0.46413,0.0,2.0,52.0,15.0,cruise
2.9429,0.2533,-0.00235,-9.6565,0.005889,-0.004468,0.137721,59.966,1006.0669,0.18339,0.14145,0.47576,0.0,2.0,52.07,15.0,cruise
2.953,0.47139,0.07617,-9.68995,0.003703,-0.000338,0.127447,59.99,1006.064,0.19019,0.14281,0.46357,0.0,2.0,52.15,15.0,cruise
2.963,0.36137,0.01203,-9.7415,-0.003543,0.003784,0.135462,60.25,1006.033,0.1833,0.14568,0.46435,0.0,2.0,52.22,15.0,cruise
2.973,0.33916,-0.12144,-9.9032,-0.002407,-0.00525,0.137375,60.309,1006.0259,0.18558,0.13401,0.46701,0.0,2.0,52.3,15.0,cruise
2.983,0.34994,-0.0412,-9.99447,0.001727,-0.000813,0.136276,60.202,1006.0387,0.17311,0.13926,0.46451,0.0,2.0,52.37,15.0,cruise
2.993,0.41477,-0.13556,-9.73887,0.0054,-0.001897,0.135117,60.054,1006.0564,0.17608,0.1516,0.47051,0.0,2.0,52.45,15.0,cruise
3.003,0.41134,-0.02742,-9.61742,-0.002308,0.001649,0.140596,60.373,1006.0183,0.18068,0.13192,0.46158,0.0,2.0,52.52,15.0,cruise
3.013,0.45064,-0.05647,-9.75226,0.003093,0.002519,0.131838,60.239,1006.0343,0.18399,0.14163,0.46713,0.0,2.0,52.6,15.0,cruise
3.023,0.34428,-0.04506,-9.7911,0.002428,0.001515,0.129213,60.379,1006.0176,0.17979,0.14692,0.47344,0.0,2.0,52.67,15.0,cruise
3.033,0.32864,0.06853,-9.81768,0.004628,0.000368,0.137741,60.084,1006.0528,0.19002,0.14016,0.46718,0.0,2.0,52.75,15.0,cruise
3.043,0.40507,0.06056,-9.77732,-0.000446,-0.001646,0.131869,60.428,1006.0117,0.20012,0.14739,0.46632,0.0,2.0,52.82,15.0,cruise
3.0531,0.34161,0.0121,-9.66889,0.002492,-0.000585,0.131033,60.598,1005.9914,0.17903,0.14487,0.4732,0.0,2.0,52.9,15.0,cruise
3.0631,0.41877,0.05965,-9.70849,0.004244,-0.003933,0.135179,60.436,1006.0108,0.19005,0.1373,0.46546,0.0,2.0,52.97,15.0,cruise
3.0731,0.36559,-0.18644,-9.87088,0.004268,-0.003678,0.131141,60.139,1006.0463,0.17964,0.14335,0.46659,0.0,2.0,53.05,15.0,cruise
3.0831,0.28877,-0.06599,-9.9055,0.006711,-0.003122,0.133472,60.213,1006.0373,0.17907,0.13746,0.46214,0.0,2.0,53.12,15.0,cruise
3.0931,0.31578,0.00715,-9.66943,-0.004286,-0.003601,0.128332,60.26,1006.0317,0.18717,0.14392,0.46976,0.0,2.0,53.2,15.0,cruise
3.1031,0.4793,0.05132,-9.65977,0.00154,-0.004429,0.133697,60.377,1006.0178,0.17472,0.14721,0.46941,0.0,2.0,53.27,15.0,cruise
3.1131,0.40259,0.03867,-9.70233,0.000165,0.000858,0.129819,60.102,1006.0507,0.16535,0.14615,0.46589,0.0,2.0,53.35,15.0,cruise
3.1231,0.34504,-0.15155,-9.9254,0.002497,-0.005027,0.133666,60.216,1006.037,0.18093,0.14965,0.47476,0.0,2.0,53.42,15.0,cruise
3.1331,0.32979,-0.09375,-9.91613,0.003012,-0.005,0.131901,60.242,1006.0339,0.18035,0.1418,0.46074,0.0,2.0,53.5,15.0,cruise
3.1431,0.40128,0.04531,-9.81605,0.0022,0.00132,0.134236,60.237,1006.0345,0.17592,0.14742,0.47124,0.0,2.0,53.57,15.0,cruise
3.1532,0.41147,0.01961,-9.67593,0.00236,-0.000504,0.133031,60.317,1006.025,0.1888,0.14407,0.47641,0.0,2.0,53.65,15.0,cruise
3.1632,0.33975,0.05343,-9.6612,0.000213,0.003066,0.133828,60.168,1006.0427,0.1783,0.15302,0.47462,0.0,2.0,53.72,15.0,cruise
3.1732,0.27311,-0.05941,-9.88107,-0.000407,0.005156,0.133118,60.291,1006.0281,0.18589,0.1457,0.47504,0.0,2.0,53.8,15.0,cruise
3.1832,0.24115,-0.0764,-9.84354,0.005826,-0.004257,0.12974,60.385,1006.0168,0.17659,0.14636,0.47438,0.0,2.0,53.87,15.0,cruise
3.1932,0.34715,-0.1024,-9.79569,0.001156,-0.007534,0.131509,60.091,1006.0519,0.18767,0.15869,0.46471,0.0,2.0,53.95,15.0,cruise
3.2032,0.41989,-0.0196,-9.63776,0.006549,-0.003331,0.131548,60.159,1006.0439,0.18497,0.13172,0.46779,0.0,2.0,54.02,15.0,cruise
3.2132,0.37557,-0.03381,-9.6765,0.00474,-0.006169,0.138679,60.087,1006.0525,0.18545,0.14896,0.46748,0.0,2.0,54.1,15.0,cruise
3.2232,0.30653,-0.05336,-9.87865,-0.001636,-0.002645,0.13008,60.118,1006.0488,0.17468,0.14263,0.4679,0.0,2.0,54.17,15.0,cruise
3.2332,0.34589,-0.04841,-9.79948,-0.005517,-0.000551,0.132413,60.422,1006.0124,0.18212,0.14772,0.47086,0.0,2.0,54.25,15.0,cruise
3.2432,0.33621,0.02543,-9.82848,0.003447,-0.002011,0.130926,60.265,1006.0312,0.17751,0.1552,0.48617,0.0,2.0,54.32,15.0,cruise
3.2533,0.46787,0.00016,-9.59119,0.003139,-0.004714,0.128602,60.291,1006.0281,0.18211,0.14082,0.4664,0.0,2.0,54.4,15.0,cruise
3.2633,0.40731,0.0025,-9.64536,-0.003107,0.005125,0.127774,59.996,1006.0634,0.17754,0.14338,0.46981,0.0,2.0,54.47,15.0,cruise
3.2733,0.32365,-0.06054,-9.92882,0.002422,-0.002887,0.135685,60.273,1006.0302,0.17278,0.14078,0.46914,0.0,2.0,54.55,15.0,cruise
3.2833,0.25986,-0.12224,-9.874,-0.004217,0.002296,0.132842,60.293,1006.0278,0.17219,0.1532,0.46999,0.0,2.0,54.62,15.0,cruise
3.2933,0.33768,0.00385,-9.82245,-0.003785,-0.005289,0.133403,60.3,1006.0271,0.18237,0.14495,0.47287,0.0,2.0,54.7,15.0,cruise
3.3033,0.40096,-0.01856,-9.6036,0.000925,-0.003827,0.132477,60.281,1006.0293,0.17613,0.14765,0.46348,0.0,2.0,54.77,15.0,cruise
